100,8563,3454.7335834385085,735.7084804157682,0.0,1.0
200,17482,7003.16349455674,737.7331686526985,0.0,1.0
300,26063,10554.585154381966,732.423609542542,0.0,0.99
400,34707,13980.368118179089,718.3964910580023,0.0,0.99
500,44009,17501.035858911524,716.9582033480291,0.0,0.98
600,52684,20921.67472094644,722.7257882590271,0.0,1.0
700,61578,24575.42903166905,743.8250392383068,0.0,1.0
800,70734,28119.389479329686,731.9407073051735,0.0,1.0
900,79608,31589.279434355103,727.7504367884213,0.0,1.0
1000,88452,35063.62083759196,724.7957115324508,0.0,1.0
1100,96857,38543.66244526145,732.0728803972722,0.0,1.0
100,9036,3454.7335834385085,725.8552620702685,0.0,1.0
200,17889,7003.16349455674,736.4412235202776,0.0,1.0
300,26418,10554.585154381966,736.8878362882263,0.0,1.0
400,35494,13980.368118179089,715.7748281363373,0.0,0.99
500,44521,17501.035858911524,728.4743735653611,0.0,1.0
600,53694,20921.67472094644,711.2374102054396,0.0,0.99
700,63015,24575.42903166905,729.5602328417152,0.0,0.99
800,71817,28119.389479329686,730.2735642657593,0.0,1.0
900,80900,31589.279434355103,726.2172242326648,0.0,1.0
1000,89721,35063.62083759196,724.3575784439174,0.0,1.0
1100,98667,38543.66244526145,723.1868506685531,0.0,1.0
