100,10603,3544.743611696073,879.2014589829504,0.0,0.95
200,20727,7207.786323853514,868.8768433847592,0.0,0.95
300,30783,10769.333044362545,867.6890308947153,0.0,0.95
400,40656,14219.565892044191,886.5655376536962,0.0,0.97
500,50909,17736.535935232037,881.3245778045588,0.0,0.96
600,60842,21199.06430986208,888.0106539491512,0.0,0.97
700,71253,24693.727649879365,896.7057358164899,0.0,0.97
800,80764,28198.695056773686,911.5630136754486,0.0,1.0
900,89999,31616.739549144953,905.2814617677064,0.0,1.0
1000,99805,35061.97701668911,906.9780502125384,0.0,0.99
